Issue,title,paragraph,GPT_finetuned_five,GPT_finetuned_five_smiles,GPT_finetuned_five_rxn
['many_reactant (> 2)'],methyl 3-(2-(methylsulfonyl)phenyl)-3-oxopropanoate,"To a solution of 3-(2-(methylsulfonyl)phenyl)-3-oxopropanenitrile (4.5 g, 20.25 mmol) in methanol (100 mL) was added trimethyl silyl chloride (11 mL, 100.58 mmol) at 25° C. The reaction mixture was stirred for overnight at 70° C. Water was added to the reaction mixture at 25° C. and extracted with EtOAc. The reaction mixture was concentrated in vacuo and purified by column chromatography on silica gel using 0-30% EtOAc in hexane to give methyl 3-(2-(methylsulfonyl)phenyl)-3-oxopropanoate: 1H NMR (400 MHz, DMSO-d6): δ 3.294 (S, 3H), 3.645 (s, 3H), 4.12 (s, 2H), 7.762-7.874 (m, 3H), 7.979-7.984 (m, 1H); LC-MS (ESI) m/z 256.9 [M+H]+.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""3-(2-(methylsulfonyl)phenyl)-3-oxopropanenitrile"",
  ""B"": ""methanol"",
  ""C"": ""trimethyl silyl chloride"",
  ""D"": ""water"",
  ""E"": ""ethyl acetate"",
  ""F"": ""hexane"",
  ""G"": ""silica gel""
 },
 ""Product"": {
  ""H"": ""methyl 3-(2-(methylsulfonyl)phenyl)-3-oxopropanoate""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C->mixture1"",
  ""2 (Reaction, Heat)"": ""mixture1->mixture2"",
  ""3 (Work-up-involve, Add)"": ""mixture2+D->mixture3"",
  ""4 (Work-up, Extract)"": ""mixture3+E->mixture4"",
  ""5 (Work-up, Evaporate)"": ""mixture4->mixture5"",
  ""6 (Work-up, Chromatography)"": ""mixture5+G+E->H""
 }
}","{'A': 'CS(=O)(=O)C1=CC=CC=C1C(=O)CC#N', 'B': 'CO', 'C': 'C[Si](C)(C)Cl', 'D': 'O', 'E': 'CCOC(=O)C', 'F': 'CCCCCC', 'G': 'O=[Si]=O', 'H': 'COC(=O)CC(=O)C1=CC=CC=C1S(=O)(=O)C'}",['CS(=O)(=O)C1=CC=CC=C1C(=O)CC#N.CO.C[Si](C)(C)Cl>O>COC(=O)CC(=O)C1=CC=CC=C1S(=O)(=O)C']
['many_reactant (> 2)'],4-Bromo-2-phenoxy-benzoic acid,"4-Bromo-2-phenoxy-benzonitrile (35.3 g, 129 mmol) was added to 130 mL EtOH, followed by the addition of 340 mL of 20% NaOH (aq). The reaction was heated to reflux for 20 h. The mixture was cooled to room temperature and poured into 6 N HCl to form a precipitate. The solid was collected by vacuum filtration and dissolved in 3:1 THF-ethyl ether and washed with brine. The organic phase was dried over magnesium sulfate, and concentrated. The solids were dried in a vacuum oven at 60° C. overnight to give 35.1 g (128 mmol) of the desired product. MS m/z (MH+) 292.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""4-Bromo-2-phenoxy-benzonitrile"",
  ""B"": ""ethanol"",
  ""C"": ""sodium hydroxide"",
  ""D"": ""hydrochloric acid"",
  ""E"": ""tetrahydrofuran"",
  ""F"": ""diethyl ether"",
  ""G"": ""brine"",
  ""H"": ""magnesium sulfate""
 },
 ""Product"": {
  ""I"": ""4-Bromo-2-phenoxy-benzoic acid""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C->mixture1"",
  ""2 (Reaction, Heat)"": ""mixture1->mixture2"",
  ""3 (Work-up-involve, Cool)"": ""mixture2->mixture3"",
  ""4 (Work-up-involve, pH-adjust)"": ""mixture3+D->mixture4"",
  ""5 (Work-up, Purify)"": ""mixture4->mixture5"",
  ""6 (Work-up, Dissolve and Wash)"": ""mixture5+E+F+G->mixture6"",
  ""7 (Work-up, Dry)"": ""mixture6+H->mixture7"",
  ""8 (Work-up, Concentrate and Dry)"": ""mixture7->I""
 }
}","{'A': 'C1=CC=C(C=C1)OC2=C(C=CC(=C2)Br)C#N', 'B': 'CCO', 'C': '[OH-].[Na+]', 'D': 'Cl', 'E': 'C1CCOC1', 'F': 'CCOCC', 'G': 'O.[Na+].[Cl-]', 'H': '[O-]S(=O)(=O)[O-].[Mg+2]', 'I': 'C1=CC=C(C=C1)OC2=C(C=CC(=C2)Br)C(=O)O'}",['C1=CC=C(C=C1)OC2=C(C=CC(=C2)Br)C#N.CCO.[OH-].[Na+]>Cl>C1=CC=C(C=C1)OC2=C(C=CC(=C2)Br)C(=O)O']
['many_reactant (> 2)'],A466.3: 1-(6-Bromo-pyridin-2-yl)-propylamine,"Ethyl magnesium bromide (3.0 mL, 3.0 mmol) was added dropwise over 10 min to a solution of the pyridine nitrile A466.2 (500 mg, 2.75 mmol) in THF (5 mL) at room temperature under a nitrogen atmosphere. After stirring for 30 min at room temperature, the reaction mixture was then cooled to 0° C. and anhydrous methanol added (2.75 mL) followed by sodium borohydride (115 mg, 3.0 mmol). The mixture was allowed to warm to room temperature over 1 hr before quenching with saturated ammonium chloride solution (10 mL) and stirring overnight at room temperature. The mixture was diluted with water (20 mL) and extracted with ethyl acetate (3×30 mL). The combined organics were dried (MgSO4), evaporated in vacuo and purified by column chromatography using 10% MeOH in ethyl acetate as eluant to yield A466.3 (237 mg). HPLC YMC S-5 4.6×33 mm (2 min grad): retention time 0.87 min, M+H+=217.15","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""ethyl magnesium bromide"",
  ""B"": ""pyridine nitrile A466.2"",
  ""C"": ""THF"",
  ""D"": ""methanol"",
  ""E"": ""sodium borohydride"",
  ""F"": ""ammonium chloride"",
  ""G"": ""water"",
  ""H"": ""ethyl acetate"",
  ""I"": ""magnesium sulfate"",
  ""J"": ""MeOH""
 },
 ""Product"": {
  ""K"": ""1-(6-Bromo-pyridin-2-yl)-propylamine""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C->mixture1"",
  ""2 (Reaction, Add)"": ""mixture1+D+E->mixture2"",
  ""3 (Work-up-involve, Cool)"": ""mixture2->mixture3"",
  ""4 (Reaction, Add)"": ""mixture3+F->mixture4"",
  ""5 (Work-up, Extract)"": ""mixture4+G->mixture5"",
  ""6 (Work-up, Dry)"": ""mixture5+I->mixture6"",
  ""7 (Work-up, Evaporate)"": ""mixture6->mixture7"",
  ""8 (Work-up, Chromatography)"": ""mixture7+H+J->K""
 }
}","{'A': 'C[CH2-].[Mg+2].[Br-]', 'B': '[pyridine nitrile A466.2 (NoSmi)]', 'C': 'C1CCOC1', 'D': 'CO', 'E': '[BH4-].[Na+]', 'F': '[NH4+].[Cl-]', 'G': 'O', 'H': 'CCOC(=O)C', 'I': '[O-]S(=O)(=O)[O-].[Mg+2]', 'J': 'CO', 'K': 'CCC(C1=NC(=CC=C1)Br)N'}",['C[CH2-].[Mg+2].[Br-].[pyridine nitrile A466.2 (NoSmi)].C1CCOC1>CO.[BH4-].[Na+]>[NH4+].[Cl-]>CCC(C1=NC(=CC=C1)Br)N']
['many_reactant (> 2)'],"N-(1-carboxy-3-phenylpropyl)-β-amino-D,L-alanyl-L-proline","Under basic conditions, DL-α,β-diaminopropionic acid is reacted with excess benzyloxycarbonyl chloride to yield upon acidification D,L-α,β-bis(benzyloxycarbonylamino)-propionic acid (mp=123.5°-124° C. ). Phosphorous pentachloride is added to a chloroform solution containing the di-Cbz product to yield on workup D,L-4-(benzyloxycarbonylaminomethyl)-oxazolidin-2,5-dione. A solution of L-proline t-butyl ester in methylene chloride is added to the N-carboxyanhydride in tetrahydrofuran at -60° C. After overnight freezer storage, the mixture is stripped to dryness affording crude product. Trifluoroacetic acid effectively cleaves the t-butyl ester in 2 hours at room temperature resulting in a gross mixture of L-proline and β-benzyloxycarbonylamino-D,L-alanyl-L-proline. Gel filtration chromatography (LH-20) results in pure dipeptide. 2-Oxo-4-phenylbutyric acid and benzyloxycarbonylamino-D,L-alanyl-L-proline are condensed in the presence of sodium cyanoborohydride. Removal of the protecting group from the resulting product yields N-(1-carboxy-3-phenylpropyl)-β-amino-D,L-alanyl-L-proline. The nmr in D2O showed aromatic protons at 7.4δ, methine protons at 4.2δ and multiplets at 3.7, 3.2, 2.9 and 2.1δ.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""DL-α,β-diaminopropionic acid"",
  ""B"": ""benzyloxycarbonyl chloride"",
  ""C"": ""phosphorous pentachloride"",
  ""D"": ""chloroform"",
  ""E"": ""L-proline t-butyl ester"",
  ""F"": ""methylene chloride"",
  ""G"": ""tetrahydrofuran"",
  ""H"": ""trifluoroacetic acid"",
  ""I"": ""2-Oxo-4-phenylbutyric acid"",
  ""J"": ""sodium cyanoborohydride""
 },
 ""Product"": {
  ""K"": ""D,L-α,β-bis(benzyloxycarbonylamino)-propionic acid"",
  ""L"": ""D,L-4-(benzyloxycarbonylaminomethyl)-oxazolidin-2,5-dione"",
  ""M"": ""N-(1-carboxy-3-phenylpropyl)-β-amino-D,L-alanyl-L-proline""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B->mixture1"",
  ""2 (Work-up-involve, pH-adjust)"": ""mixture1->K"",
  ""3 (Reaction, Add)"": ""K+C+D->mixture2"",
  ""4 (Work-up, Purify)"": ""mixture2->L"",
  ""5 (Reaction, Add)"": ""E+F->mixture3"",
  ""6 (Reaction, Add)"": ""mixture3+G->mixture4"",
  ""7 (Work-up-involve, Cool)"": ""mixture4->mixture5"",
  ""8 (Work-up, Evaporate)"": ""mixture5->mixture6"",
  ""9 (Reaction, Add)"": ""mixture6+H->mixture7"",
  ""10 (Work-up-involve, pH-adjust)"": ""mixture7->mixture8"",
  ""11 (Work-up, Chromatography)"": ""mixture8->mixture9"",
  ""12 (Reaction, Add)"": ""I+J+mixture9->mixture10"",
  ""13 (Work-up-involve, Remove)"": ""mixture10->M""
 }
}","{'A': 'NC(C(=O)O)CN', 'B': 'C1=CC=C(C=C1)COC(=O)Cl', 'C': 'P(Cl)(Cl)(Cl)(Cl)Cl', 'D': 'C(Cl)(Cl)Cl', 'E': 'CC(C)(C)OC(=O)[C@@H]1CCCN1', 'F': 'C(Cl)Cl', 'G': 'C1CCOC1', 'H': 'C(=O)(C(F)(F)F)O', 'I': 'C1=CC=C(C=C1)CCC(=O)C(=O)O', 'J': '[B-]C#N.[Na+]', 'K': 'C(C1=CC=CC=C1)OC(=O)NC(C(=O)O)CNC(=O)OCC1=CC=CC=C1', 'L': 'C(C1=CC=CC=C1)OC(=O)NCC1NC(OC1=O)=O', 'M': 'C(=O)(O)C(CCC1=CC=CC=C1)NC(CN)C(=O)N1[C@@H](CCC1)C(=O)O'}","['NC(C(=O)O)CN.C1=CC=C(C=C1)COC(=O)Cl>C(C1=CC=CC=C1)OC(=O)NC(C(=O)O)CNC(=O)OCC1=CC=CC=C1', 'P(Cl)(Cl)(Cl)(Cl)Cl.C(Cl)(Cl)Cl.C(C1=CC=CC=C1)OC(=O)NC(C(=O)O)CNC(=O)OCC1=CC=CC=C1>C(C1=CC=CC=C1)OC(=O)NCC1NC(OC1=O)=O', 'CC(C)(C)OC(=O)[C@@H]1CCCN1.C(Cl)Cl>C1CCOC1>C(=O)(C(F)(F)F)O>C1=CC=C(C=C1)CCC(=O)C(=O)O.[B-]C#N.[Na+]>C(=O)(O)C(CCC1=CC=CC=C1)NC(CN)C(=O)N1[C@@H](CCC1)C(=O)O']"
['many_reactant (> 2)'],"Methyl 1-(4-Methylsulfonylphenyl)-1,4-dihydro-4-oxo-6-methylpyridazine-3-carboxylate","To a suspension of 2.9 g (0.01 mol) Methyl 1-(4-methylthiophenyl)-1,4-dihydro-4-oxo-6-methylpyridazine-3-carboxylate (see Example 24) in 50 ml of glacial acetic acid, cooled to 5° C., there is added dropwise 3.4 g (0.02 mol) of 30% hydrogen peroxide (aqueous). The mixture is stirred at 5° C. for 1 hr. and at room temperature for 2 days. To the mixture there is added 200 ml of water and it is allowed to stir at room temperature for 1 hr. The suspension formed is vacuum filtered and the filter cake is recrystallized with methyl cellosolve to afford 1.15 g (36% yield) of product, mp 253°-257° decomp.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""Methyl 1-(4-methylthiophenyl)-1,4-dihydro-4-oxo-6-methylpyridazine-3-carboxylate"",
  ""B"": ""glacial acetic acid"",
  ""C"": ""hydrogen peroxide"",
  ""D"": ""water"",
  ""E"": ""methyl cellosolve""
 },
 ""Product"": {
  ""F"": ""Methyl 1-(4-Methylsulfonylphenyl)-1,4-dihydro-4-oxo-6-methylpyridazine-3-carboxylate""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C->mixture1"",
  ""2 (Work-up-involve, Cool)"": ""mixture1->mixture2"",
  ""3 (Work-up-involve, Add)"": ""mixture2+D->mixture3"",
  ""4 (Work-up, Purify)"": ""mixture3->mixture4"",
  ""5 (Work-up, Crystallize)"": ""mixture4+E->F""
 }
}","{'A': 'CC1=CC(=O)C(=NN1C2=CC=C(C=C2)SC)C(=O)OC', 'B': 'CC(=O)O', 'C': 'OO', 'D': 'O', 'E': 'COCCO', 'F': 'CC1=CC(=O)C(=NN1C2=CC=C(C=C2)S(=O)(=O)C)C(=O)OC'}",['CC1=CC(=O)C(=NN1C2=CC=C(C=C2)SC)C(=O)OC.CC(=O)O.OO>O>CC1=CC(=O)C(=NN1C2=CC=C(C=C2)S(=O)(=O)C)C(=O)OC']
['many_reactant (> 2)'],"5-(2,6,6-trimethyl-3-oxo-cyclohex-1-enyl)-3-methyl-1-phenylsulphonyl-penta-2,4-diene","5-(2,6,6-trimethyl-3-oxo-cyclohex-1-enyl)-3-methyl-1-phenylsulphonyl-penta-2,4-diene was prepared by oxidation of 5-(2,6,6-trimethyl-cyclohex-1-enyl)-3-methyl-1-phenyl-sulphonyl-penta-2,4-diene by means of sodium meta-periodate in accordance with the process described in French Pat. No. 2,071,508. The product oxidised in this way was itself obtained by reacting sodium phenylsulphinate with 5-(2,6,6-trimethyl-cyclohex-1-enyl)-3-methyl-1-chloro-penta-2,4-diene as described in Example 1.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""5-(2,6,6-trimethyl-cyclohex-1-enyl)-3-methyl-1-phenyl-sulphonyl-penta-2,4-diene"",
  ""B"": ""sodium meta-periodate"",
  ""C"": ""sodium phenylsulphinate"",
  ""D"": ""5-(2,6,6-trimethyl-cyclohex-1-enyl)-3-methyl-1-chloro-penta-2,4-diene""
 },
 ""Product"": {
  ""E"": ""5-(2,6,6-trimethyl-3-oxo-cyclohex-1-enyl)-3-methyl-1-phenylsulphonyl-penta-2,4-diene""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Formation)"": ""A+B->mixture1"",
  ""2 (Reaction, Formation)"": ""C+D->mixture2"",
  ""3 (Reaction, Formation)"": ""mixture2+B->E""
 }
}","{'A': 'CC1=C(C(CCC1)(C)C)C=CC(=CC(=S(=O)=O)C2=CC=CC=C2)C', 'B': '[O-]I(=O)(=O)=O.[Na+]', 'C': 'C1=CC=C(C=C1)S(=O)[O-].[Na+]', 'D': 'CC1=C(C(CCC1)(C)C)C=CC(=CCCl)C', 'E': 'CC1=C(C(CCC1=O)(C)C)C=CC(=CCS(=O)(=O)C2=CC=CC=C2)C'}",['CC1=C(C(CCC1)(C)C)C=CC(=CC(=S(=O)=O)C2=CC=CC=C2)C.[O-]I(=O)(=O)=O.[Na+]>C1=CC=C(C=C1)S(=O)[O-].[Na+].CC1=C(C(CCC1)(C)C)C=CC(=CCCl)C>[O-]I(=O)(=O)=O.[Na+]>CC1=C(C(CCC1=O)(C)C)C=CC(=CCS(=O)(=O)C2=CC=CC=C2)C']
['many_reactant (> 2)'],"23,23-Difluoro-3β-tetrahydropyranyloxycholest-5-ene-26,27-dioic Acid Diethyl Ester","A mixture potassium tert-butoxide (1.1 g, 9.6 mmol) and diethyl malonate (3.8 g, 24 mmol) in THF (25 ml) and HMPA (8 ml) was stirred at room temperature under argon atmosphere for 1 hr. To this solution the triflate (8) (1.47 g, 2.4 mmol) in THF (20 ml) was added and the mixture was stirred at room temperature for 26 hr. The usual work-up (ether for extraction) gave a crude product, which was applied to a column of silica gel (100 g). Elution with n-hexane-ether (5:1) provided the diester (9) (1.20 g, 81%), mp 79°-80° C. (ethanol). IR γmaxKBr cm-1 : 1750, 1740. 1H-NMR δ: 0.73 (3H, s, 18-H3), 1.00 (3H, s, 19-H3), 1.10 (3H, d, J=6 Hz, 21-H3), 1.27 (6 H, t, J=7 Hz, --CO2CH2CH3), 3.46 (2H, m, THP), 3.62 (1H, t, J=6 Hz, 25-H), 3.80 (1H, m, 3-H), 4.14 (4H, q, J=JHz, --COCH2CH3), 4.64 (1H, m, THP), 5.30 (1H, m, 6-H). MS m/z: 538 (M+-DHP), 520, 505.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""potassium tert-butoxide"",
  ""B"": ""diethyl malonate"",
  ""C"": ""THF"",
  ""D"": ""HMPA"",
  ""E"": ""triflate"",
  ""F"": ""silica gel"",
  ""G"": ""n-hexane"",
  ""H"": ""ether""
 },
 ""Product"": {
  ""I"": ""23,23-Difluoro-3β-tetrahydropyranyloxycholest-5-ene-26,27-dioic Acid Diethyl Ester""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C+D->mixture1"",
  ""2 (Reaction, Add)"": ""mixture1+E+C->mixture2"",
  ""3 (Work-up-involve, Chromatography)"": ""mixture2+F->mixture3"",
  ""4 (Work-up, Elute)"": ""mixture3+G+H->I""
 }
}","{'A': 'CC(C)(C)[O-].[K+]', 'B': 'CCOC(=O)CC(=O)OCC', 'C': 'C1CCOC1', 'D': 'CN(C)P(=O)(N(C)C)N(C)C', 'E': 'C(F)(F)(F)S(=O)(=O)[O-]', 'F': 'O=[Si]=O', 'G': 'CCCCCC', 'H': 'CCOCC', 'I': 'C(C)OC(C(C(=O)OCC)CC(C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC1OCCCC1)(F)F)=O'}",['CC(C)(C)[O-].[K+].CCOC(=O)CC(=O)OCC.C1CCOC1.CN(C)P(=O)(N(C)C)N(C)C>C1CCOC1.C(F)(F)(F)S(=O)(=O)[O-]>O=[Si]=O>C(C)OC(C(C(=O)OCC)CC(C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC1OCCCC1)(F)F)=O']
['many_reactant (> 2)'],"5,6-difluoroisatin","Reaction of 3,4-difluoroaniline with chloral hydrate and hydroxylamine followed cyclization with sulfuric acid, in a manner analogous to Parts A and B of Preparation 3, gave 5,6-difluoroisatin, which was reacted with hydrazine hydrate followed by sodium methoxide in ethanol, in a manner analogous to Preparation 1, to give the title compound, m.p. 187°-90° C.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""3,4-difluoroaniline"",
  ""B"": ""chloral hydrate"",
  ""C"": ""hydroxylamine"",
  ""D"": ""sulfuric acid"",
  ""E"": ""hydrazine hydrate"",
  ""F"": ""sodium methoxide"",
  ""G"": ""ethanol""
 },
 ""Product"": {
  ""H"": ""5,6-difluoroisatin""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C+D->mixture1"",
  ""2 (Reaction, Heat)"": ""mixture1->mixture2"",
  ""3 (Reaction, Add and Mix)"": ""mixture2+E->mixture3"",
  ""4 (Reaction, Add)"": ""mixture3+F+G->H""
 }
}","{'A': 'C1=CC(=C(C=C1N)F)F', 'B': 'C(C(Cl)(Cl)Cl)(O)O', 'C': 'NO', 'D': 'OS(=O)(=O)O', 'E': 'NN.O', 'F': 'C[O-].[Na+]', 'G': 'CCO', 'H': 'C1=C2C(=CC(=C1F)F)NC(=O)C2=O'}",['C1=CC(=C(C=C1N)F)F.C(C(Cl)(Cl)Cl)(O)O.NO.OS(=O)(=O)O>NN.O>C[O-].[Na+].CCO>C1=C2C(=CC(=C1F)F)NC(=O)C2=O']
['many_reactant (> 2)'],"1,3-Benzodioxole-4-sulfonamide","To a solution of 18.8 g 3-bromocatechol (prepared according to the procedure of H. S. Mason, J. Am. Chem. Soc., 1947, 69, 2241) and 10 g methylene chloride in 150 ml dimethyl sulfoxide at ambient temperature under nitrogen is added 8.3 g of sodium hydroxide (powdered). The reaction mixture is heated at 120° C. for 2 hours. Steam distillation gives 13.5 g of the solid, 4-bromo-1,3-benzodioxole. The solid is dissolved in 200 ml of tetrahydrofuran under a nitrogen atmosphere, cooled to -78° C. and treated sequentially with 42.2 ml n-butyllithium (1.6N in hexane) for 16 hours and excess sulfur dioxide until no further exotherm is noted. The reaction mixture is contacted with 10 ml isopropyl alcohol, concentrated in vacuo and crystallized from ether/tetrahydrofuran to give a solid. The solid is added to 150 ml of acetic acid and cooled to 20° C. A slurry of 12 g N-chlorosuccinimide in 75 ml acetic acid is added portionwise with cooling to maintain a reaction temperature of 20°-25° C. The reaction mixture is stirred for three hours at room temperature and the solvent is removed under reduced pressure to give an oil which is dissolved in methylene chloride and washed with water. The organic phase is dried, and the solvent removed under reduced pressure to give an oil which is dissolved in 250 ml ether and cooled to 10° C. Excess ammonia (anhy.) is bubbled through the reaction mixture with external cooling. The reaction mixture is washed with water, dried, and concentrated under reduced pressure to give a solid.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""3-bromocatechol"",
  ""B"": ""methylene chloride"",
  ""C"": ""dimethyl sulfoxide"",
  ""D"": ""sodium hydroxide"",
  ""E"": ""water"",
  ""F"": ""tetrahydrofuran"",
  ""G"": ""n-butyllithium"",
  ""H"": ""hexane"",
  ""I"": ""sulfur dioxide"",
  ""J"": ""isopropyl alcohol"",
  ""K"": ""ether"",
  ""L"": ""acetic acid"",
  ""M"": ""N-chlorosuccinimide"",
  ""N"": ""ammonia""
 },
 ""Product"": {
  ""O"": ""4-bromo-1,3-benzodioxole"",
  ""P"": ""4-bromo-1,3-benzodioxole-2-sulfonamide"",
  ""Q"": ""4-bromo-1,3-benzodioxole-2-sulfonamide-5-sulfonate""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Add)"": ""A+B+C+D->mixture1"",
  ""2 (Reaction, Heat)"": ""mixture1->mixture2"",
  ""3 (Work-up, Distillate)"": ""mixture2+E->O"",
  ""4 (Reaction, Add and Cool)"": ""O+F->mixture3"",
  ""5 (Reaction, Add)"": ""mixture3+G+H->mixture4"",
  ""6 (Reaction, Add)"": ""mixture4+I->mixture5"",
  ""7 (Work-up-involve, Add)"": ""mixture5+J->mixture6"",
  ""8 (Work-up, Evaporate)"": ""mixture6->mixture7"",
  ""9 (Work-up, Crystallize)"": ""mixture7+K->P"",
  ""10 (Reaction, Add and Cool)"": ""P+L->mixture8"",
  ""11 (Reaction, Add)"": ""mixture8+M+L->mixture9"",
  ""12 (Reaction, Heat)"": ""mixture9->mixture10"",
  ""13 (Work-up, Evaporate)"": ""mixture10->mixture11"",
  ""14 (Work-up, Dissolve and Wash)"": ""mixture11+B+E->mixture12"",
  ""15 (Work-up, Dry and Evaporate)"": ""mixture12->mixture13"",
  ""16 (Work-up, Dissolve and Cool)"": ""mixture13+K->mixture14"",
  ""17 (Reaction, Add)"": ""mixture14+N->mixture15"",
  ""18 (Work-up, Wash and Dry)"": ""mixture15+E->mixture16"",
  ""19 (Work-up, Concentrate)"": ""mixture16->Q""
 }
}","{'A': 'C1=CC(=C(C(=C1)Br)O)O', 'B': 'C(Cl)Cl', 'C': 'CS(=O)C', 'D': '[OH-].[Na+]', 'E': 'O', 'F': 'C1CCOC1', 'G': '[Li+].CCC[CH2-]', 'H': 'CCCCCC', 'I': 'O=S=O', 'J': 'CC(C)O', 'K': 'CCOCC', 'L': 'CC(=O)O', 'M': 'C1CC(=O)N(C1=O)Cl', 'N': 'N', 'O': 'C1OC2=C(O1)C(=CC=C2)Br', 'P': 'BrC1=CC=CC=2OC(OC21)S(=O)(=O)N', 'Q': '[4-bromo-1,3-benzodioxole-2-sulfonamide-5-sulfonate (NoSmi)]'}","['C1=CC(=C(C(=C1)Br)O)O.C(Cl)Cl.CS(=O)C.[OH-].[Na+]>C1OC2=C(O1)C(=CC=C2)Br', 'C1CCOC1.C1OC2=C(O1)C(=CC=C2)Br>[Li+].CCC[CH2-].CCCCCC>O=S=O>CC(C)O>BrC1=CC=CC=2OC(OC21)S(=O)(=O)N', 'CC(=O)O.BrC1=CC=CC=2OC(OC21)S(=O)(=O)N>CC(=O)O.C1CC(=O)N(C1=O)Cl>N>[4-bromo-1,3-benzodioxole-2-sulfonamide-5-sulfonate (NoSmi)]']"
['many_reactant (> 2)'],(E)-5-methoxy-2-[2-[3-[2-[4-(cyclobutyl)-2-thiazolyl]ethenyl]phenylamino]-2-oxoethyl]benzoic acid,"A solution of 0.4 g of (E)-3-[2-[4-(cyclobutyl)-2-thiazolyl]ethenyl]benzeneamine, 0.4 g of 5-methoxyhomophthalic anhydride, 50 ml of toluene and 10 ml of tetrahydrofuran was heated to reflux for 0.5 hr. The solvents were removed by rotary evaporation and the residual materials were triturated with ethanol to yield (E)-5-methoxy-2-[2-[3-[2-[4-(cyclobutyl)-2-thiazolyl]ethenyl]phenylamino]-2-oxoethyl]benzoic acid, m.p. 190°-191° C.","{
 ""Reactants, Solvents, Catalysts"": {
  ""A"": ""(E)-3-[2-[4-(cyclobutyl)-2-thiazolyl]ethenyl]benzeneamine"",
  ""B"": ""5-methoxyhomophthalic anhydride"",
  ""C"": ""toluene"",
  ""D"": ""tetrahydrofuran"",
  ""E"": ""ethanol""
 },
 ""Product"": {
  ""F"": ""(E)-5-methoxy-2-[2-[3-[2-[4-(cyclobutyl)-2-thiazolyl]ethenyl]phenylamino]-2-oxoethyl]benzoic acid""
 },
 ""Reaction Steps"": {
  ""1 (Reaction, Heat)"": ""A+B+C+D->mixture1"",
  ""2 (Work-up, Evaporate)"": ""mixture1->mixture2"",
  ""3 (Work-up, Crystallize)"": ""mixture2+E->F""
 }
}","{'A': 'C1CC(C1)C2=CSC(=N2)/C=C/C3=CC(=CC=C3)N', 'B': 'COC1=CC2=C(C=C1)C(=O)OC(=O)C2', 'C': 'CC1=CC=CC=C1', 'D': 'C1CCOC1', 'E': 'CCO', 'F': 'COC1=CC(=C(C=C1)CC(=O)NC2=CC=CC(=C2)/C=C/C3=NC(=CS3)C4CCC4)C(=O)O'}",['C1CC(C1)C2=CSC(=N2)/C=C/C3=CC(=CC=C3)N.COC1=CC2=C(C=C1)C(=O)OC(=O)C2.CC1=CC=CC=C1.C1CCOC1>COC1=CC(=C(C=C1)CC(=O)NC2=CC=CC(=C2)/C=C/C3=NC(=CS3)C4CCC4)C(=O)O']
